timestamp,tp9,af7,af8,tp10
1767330552.294075,788.3262939453125,776.9089965820312,747.701904296875,878.8683471679688
1767330552.2979813,707.2544555664062,707.4314575195312,729.1155395507812,645.4769897460938
1767330552.3018875,667.692138671875,685.7474365234375,718.40625,563.0775756835938
1767330552.3057938,738.1431884765625,752.7467651367188,735.3109741210938,776.6434936523438
1767330552.2920678,716.9901733398438,722.6546020507812,729.3810424804688,691.6773681640625
1767330552.295974,793.9022216796875,768.6779174804688,745.7547607421875,890.28564453125
1767330552.2998803,757.880126953125,739.1167602539062,729.735107421875,793.2826538085938
1767330552.3037865,678.3128662109375,685.1278686523438,715.3970336914062,566.17529296875
1767330552.3076928,698.7578735351562,701.3245239257812,725.0442504882812,636.36083984375
1767330552.3915517,781.6883544921875,766.7307739257812,742.9225463867188,876.3016357421875
1767330552.395458,775.1388549804688,766.376708984375,733.7178955078125,851.2543334960938
1767330552.3601198,690.5267944335938,704.0682373046875,714.6890258789062,606.0916748046875
1767330552.364026,676.8082885742188,683.7117919921875,715.2200317382812,580.6018676757812
1767330552.3679323,749.2949829101562,740.7984008789062,733.3638305664062,814.7897338867188
1767330552.3718386,782.9274291992188,781.953857421875,738.3201904296875,889.4890747070312
1767330552.3757448,716.8131713867188,726.8143920898438,728.4959716796875,669.727783203125
1767330552.379651,668.046142578125,685.1278686523438,717.875244140625,565.2017211914062
1767330552.3835573,728.3189697265625,726.7258911132812,719.0258178710938,775.9354248046875
1767330552.3874636,793.7252197265625,789.3883666992188,751.6846923828125,896.8351440429688
1767330552.3913698,745.3121948242188,754.0743408203125,743.630615234375,728.053466796875
1767330552.395276,668.400146484375,672.5599975585938,713.4498901367188,561.1304321289062
1767330552.3991823,703.979736328125,690.5267944335938,724.6902465820312,677.0737915039062
1767330552.4030886,785.84814453125,775.2273559570312,741.3294067382812,892.2327880859375
1767330552.4069948,768.9434204101562,771.8641357421875,734.6029663085938,814.8782348632812
1767330552.410901,687.1635131835938,688.9336547851562,719.1143188476562,580.4248046875
1767330552.405012,686.8980102539062,676.9852905273438,723.0086059570312,611.93310546875
1767330552.4089181,770.7135620117188,760.5353393554688,745.4006958007812,846.7405395507812
1767330552.4128244,784.8745727539062,792.0435791015625,742.0374755859375,864.2647705078125
1767330552.4167306,704.15673828125,723.0086059570312,729.3810424804688,618.3055419921875
1767330552.420637,672.9140014648438,663.3552856445312,725.5753173828125,551.4832153320312
1767330552.4245431,743.1880493164062,728.053466796875,724.336181640625,787.2642211914062
1767330552.4284494,792.9286499023438,797.9735107421875,734.4259033203125,896.8351440429688
1767330552.4323556,732.478759765625,740.7098999023438,727.87646484375,702.12109375
1767330552.436262,666.7185668945312,665.0369262695312,712.8303833007812,553.5189208984375
1767330552.4401681,716.9901733398438,708.051025390625,726.371826171875,713.8924560546875
1767330552.4440744,792.3975830078125,795.9378662109375,748.055908203125,899.0477905273438
1767330552.4479806,755.5789794921875,773.2802124023438,739.0282592773438,776.4664306640625
1767330552.451887,668.6657104492188,682.295654296875,711.2372436523438,564.4051513671875
1767330552.4557931,688.048583984375,690.084228515625,716.0166015625,642.4677734375
1767330552.4538736,776.3779296875,777.7940673828125,736.6386108398438,875.3280639648438
1767330552.45778,777.6170654296875,794.5217895507812,745.9317626953125,835.0576782226562
1767330552.5031714,690.8807983398438,696.01416015625,728.6730346679688,603.0824584960938
1767330552.5070777,666.2760009765625,662.293212890625,707.0774536132812,603.4364624023438
1767330552.510984,749.2064819335938,756.37548828125,729.3810424804688,826.7380981445312
1767330552.5148902,787.7952880859375,792.8401489257812,752.30419921875,892.8523559570312
1767330552.5187964,714.9545288085938,712.0338134765625,733.5408935546875,680.260009765625
1767330552.5227027,664.5944213867188,664.15185546875,714.157958984375,565.2017211914062
