timestamp,tp9,af7,af8,tp10
1767330463.3005505,779.0331420898438,772.0411376953125,738.5857543945312,914.2708740234375
1767330463.3044567,758.4111328125,766.9962768554688,737.70068359375,816.9138793945312
1767330463.308363,681.4105834960938,697.872802734375,728.3189697265625,554.2269287109375
1767330463.3122692,691.5003662109375,683.977294921875,725.5753173828125,603.613525390625
1767330463.3161755,773.811279296875,758.4996337890625,735.9305419921875,891.8787841796875
1767330463.3200817,787.2642211914062,793.1056518554688,744.7811889648438,889.4005737304688
1767330463.323988,709.6441650390625,714.4234619140625,727.2568969726562,619.2791137695312
1767330463.3278942,681.941650390625,659.8150634765625,717.521240234375,564.316650390625
1767330463.3039296,671.58642578125,668.1346435546875,714.9545288085938,546.349853515625
1767330463.3078358,725.0442504882812,717.4326782226562,721.4154663085938,733.7178955078125
1767330463.311742,793.99072265625,801.0712280273438,737.1696166992188,932.7687377929688
1767330463.3156483,756.021484375,773.811279296875,742.2144775390625,769.2974243164062
1767330463.3195546,679.8175048828125,672.471435546875,725.5753173828125,536.5256958007812
1767330463.3234608,699.6429443359375,677.1622924804688,715.3970336914062,665.7449951171875
1767330463.327367,782.0423583984375,785.1400756835938,735.7535400390625,912.5007934570312
1767330463.3312733,777.882568359375,782.2193603515625,741.8604736328125,853.5555419921875
1767330463.3351796,690.438232421875,669.0197143554688,720.9729614257812,593.8778076171875
1767330463.3390858,676.1002197265625,660.1690673828125,716.4591064453125,588.5674438476562
1767330463.342992,756.4639892578125,767.7928466796875,736.7271118164062,845.7669677734375
1767330463.309966,783.3699340820312,808.417236328125,750.0030517578125,900.0213623046875
1767330463.3138723,701.5015869140625,703.979736328125,728.407470703125,650.433349609375
1767330463.3177786,655.832275390625,643.2643432617188,710.3521728515625,534.9325561523438
1767330463.3216848,725.3982543945312,729.2925415039062,724.8672485351562,762.2169189453125
1767330463.325591,788.9458618164062,807.6207275390625,746.197265625,910.0225830078125
1767330463.3294973,737.6121826171875,736.196044921875,738.6742553710938,715.0430297851562
1767330463.3334036,664.7714233398438,649.0172729492188,709.2901000976562,538.2957763671875
1767330463.3373098,707.4314575195312,701.944091796875,721.592529296875,689.55322265625
1767330463.341216,790.096435546875,793.3711547851562,750.8881225585938,921.3513793945312
1767330463.3451223,763.5445556640625,753.6318359375,743.1880493164062,818.5955200195312
1767330463.4240596,680.0830078125,661.939208984375,720.7074584960938,566.17529296875
1767330463.4279659,688.7566528320312,685.8359375,722.3890380859375,618.9251098632812
1767330463.4318721,771.775634765625,781.3342895507812,744.9581909179688,879.1338500976562
1767330463.4357784,781.2457885742188,776.6434936523438,747.0823364257812,886.8339233398438
1767330463.4396846,698.40380859375,684.4197998046875,719.0258178710938,621.75732421875
1767330463.4435909,672.7369995117188,664.15185546875,709.9981689453125,555.9085693359375
1767330463.4474971,753.1892700195312,759.73876953125,734.0718994140625,824.8794555664062
1767330463.4514034,798.239013671875,798.8585815429688,742.6570434570312,950.115966796875
1767330463.4553096,725.3097534179688,711.6798095703125,722.4775390625,708.1395263671875
1767330463.4592159,663.7093505859375,661.4081420898438,716.0166015625,533.8704833984375
1767330463.4631221,730.0006103515625,738.0546875,750.6226196289062,704.7763061523438
1767330463.4670284,792.8401489257812,785.1400756835938,758.8536987304688,925.0686645507812
1767330463.4271574,739.559326171875,730.26611328125,732.3017578125,775.5814208984375
1767330463.4310637,664.7714233398438,663.7978515625,715.4855346679688,530.8612670898438
1767330463.43497,700.9705200195312,698.4923095703125,728.9385375976562,650.8759155273438
