timestamp,tp9,af7,af8,tp10
1767330512.0427809,757.2605590820312,753.8973388671875,745.9317626953125,837.8013916015625
1767330512.0466871,786.9987182617188,777.2630004882812,747.4363403320312,903.4730834960938
1767330512.0110853,710.9717407226562,712.29931640625,730.7086791992188,667.9576416015625
1767330512.0149915,669.2852172851562,682.7382202148438,724.8672485351562,549.1820678710938
1767330512.0188978,732.5673217773438,738.6742553710938,741.5064697265625,745.4891967773438
1767330512.022804,787.4412231445312,782.307861328125,739.8248291015625,918.4306640625
1767330512.0267103,738.8512573242188,744.0731201171875,725.2212524414062,744.9581909179688
1767330512.0306165,666.8955688476562,682.11865234375,719.556884765625,539.9774169921875
1767330512.0345228,704.9533081054688,701.5015869140625,723.4511108398438,681.941650390625
1767330512.038429,784.6975708007812,772.5722045898438,740.6213989257812,905.86279296875
1767330512.0423353,765.668701171875,765.4031372070312,740.7098999023438,813.9046630859375
1767330512.0462415,687.9600830078125,697.518798828125,724.7787475585938,573.5213623046875
1767330512.0501478,692.9164428710938,690.5267944335938,724.336181640625,616.3583984375
1767330512.054054,775.0503540039062,766.1112060546875,741.5064697265625,865.2383422851562
1767330512.0579603,788.5033569335938,787.3527221679688,743.3650512695312,876.213134765625
1767330512.0618665,708.3165283203125,717.521240234375,723.982177734375,621.8458251953125
1767330512.0206642,677.870361328125,671.6749267578125,717.6982421875,547.9429931640625
1767330512.0245705,744.9581909179688,725.5753173828125,731.59375,797.7965087890625
1767330512.0284767,787.9722900390625,786.5562133789062,741.77197265625,914.4478759765625
1767330512.032383,728.407470703125,733.806396484375,724.2476806640625,696.9877319335938
1767330512.0362892,665.0369262695312,656.8058471679688,709.90966796875,545.81884765625
1767330512.0401955,718.1407470703125,706.1923828125,726.1063232421875,725.663818359375
1767330512.0441017,792.3975830078125,796.9114379882812,748.7639770507812,917.6341552734375
1767330512.048008,755.7559814453125,771.5101318359375,743.8076171875,780.0067138671875
1767330512.0519142,675.3036499023438,670.081787109375,723.80517578125,564.8477172851562
1767330512.0558205,694.2440185546875,675.5692138671875,723.3626098632812,656.9828491210938
1767330512.0597267,775.2273559570312,767.52734375,739.2052612304688,896.8351440429688
1767330512.063633,770.1824951171875,782.48486328125,739.559326171875,845.2359008789062
1767330512.0542915,687.9600830078125,697.3417358398438,727.2568969726562,586.354736328125
1767330512.0581977,667.7806396484375,662.47021484375,716.37060546875,598.7456665039062
1767330512.062104,752.481201171875,754.5169067382812,729.1155395507812,843.7313232421875
1767330512.0660102,789.0343627929688,807.4436645507812,744.5156860351562,891.7017822265625
1767330512.1491885,712.122314453125,718.40625,727.1683959960938,663.2667846679688
1767330512.1530948,662.1162109375,653.5311279296875,713.1843872070312,551.1292114257812
1767330512.157001,730.3546142578125,727.7879638671875,727.699462890625,755.0479125976562
1767330512.1609073,792.2205810546875,804.9655151367188,742.5685424804688,903.0305786132812
1767330512.1648135,734.33740234375,744.0731201171875,736.196044921875,728.053466796875
