timestamp,tp9,af7,af8,tp10
1767330479.6276999,777.1744995117188,786.8217163085938,744.4271240234375,905.9512939453125
1767330479.631606,760.1812744140625,758.05712890625,738.40869140625,831.3403930664062
1767330479.6355124,679.0209350585938,672.117431640625,714.0694580078125,574.5834350585938
1767330479.6394186,675.2151489257812,683.2692260742188,714.7775268554688,592.9927368164062
1767330479.6433249,763.3674926757812,772.2181396484375,744.4271240234375,842.9347534179688
1767330479.647231,781.77685546875,771.5986328125,740.3558349609375,892.2327880859375
1767330479.6118088,701.590087890625,694.33251953125,716.6361694335938,646.18505859375
1767330479.615715,673.799072265625,676.7197875976562,712.7418823242188,549.0050659179688
1767330479.6196213,750.5341186523438,744.6041870117188,734.0718994140625,792.2205810546875
1767330479.6235275,802.4873046875,790.0079345703125,749.1179809570312,929.4054565429688
1767330479.6274338,738.4971923828125,736.1075439453125,728.3189697265625,712.476318359375
1767330479.63134,675.2151489257812,676.7197875976562,709.8211669921875,530.418701171875
1767330479.6352463,726.6373901367188,708.5820922851562,723.2741088867188,706.9889526367188
1767330479.6391525,799.4780883789062,782.9274291992188,737.6121826171875,918.3421630859375
1767330479.6430588,761.951416015625,758.8536987304688,730.8856811523438,788.1492919921875
1767330479.646965,685.2163696289062,691.1463012695312,720.3533935546875,550.9522094726562
1767330479.6508713,708.9360961914062,706.1923828125,732.3902587890625,619.8101806640625
1767330479.6547775,784.343505859375,765.7572021484375,742.8340454101562,887.1879272460938
1767330479.6586838,774.34228515625,762.9249877929688,737.1696166992188,867.8935546875
1767330479.66259,685.9244384765625,691.3233032226562,721.0614624023438,598.8341674804688
1767330479.621583,666.7185668945312,673.97607421875,718.40625,579.4512329101562
1767330479.6254892,748.055908203125,750.091552734375,741.594970703125,836.7393188476562
1767330479.6293955,780.3607177734375,792.30908203125,751.9501953125,908.6950073242188
1767330479.6333017,704.4222412109375,730.3546142578125,732.6558227539062,662.293212890625
1767330479.637208,657.867919921875,670.7898559570312,715.7510986328125,538.7383422851562
1767330479.6411142,722.3890380859375,723.80517578125,726.371826171875,752.7467651367188
1767330479.6450205,780.6262817382812,793.2826538085938,742.8340454101562,920.1123046875
1767330479.6489267,731.770751953125,754.8709106445312,732.6558227539062,740.8869018554688
1767330479.652833,669.8162841796875,676.01171875,720.087890625,526.0819091796875
1767330479.6567392,706.5464477539062,689.9957275390625,724.4246826171875,677.693359375
1767330479.6606455,784.343505859375,780.0067138671875,738.3201904296875,917.1915893554688
1767330479.6645517,768.058349609375,783.1929321289062,740.0018310546875,816.9138793945312
1767330479.7343616,687.4290161132812,692.9164428710938,724.9557495117188,572.0167236328125
1767330479.738268,687.7830810546875,683.4462280273438,719.73388671875,608.392822265625
1767330479.7421741,772.7492065429688,774.165283203125,733.62939453125,859.8394775390625
1767330479.7460804,791.8665771484375,805.3195190429688,743.1880493164062,877.540771484375
1767330479.7499866,710.7062377929688,711.768310546875,727.9649658203125,629.3688354492188
1767330479.753893,674.8611450195312,661.2311401367188,716.9901733398438,556.9706420898438
1767330479.7577991,747.3478393554688,745.666259765625,735.4879760742188,787.1757202148438
1767330479.7617054,795.4067993164062,808.240234375,748.055908203125,913.828369140625
1767330479.7656116,723.3626098632812,735.0454711914062,720.264892578125,724.0706787109375
1767330479.769518,668.9312133789062,663.620849609375,718.7603149414062,523.5152587890625
1767330479.7218847,727.2568969726562,709.732666015625,733.8948974609375,691.94287109375
1767330479.725791,792.7516479492188,794.0792236328125,740.0018310546875,918.9617309570312
1767330479.7296972,758.6766967773438,759.561767578125,740.3558349609375,781.5113525390625
